Delivery_ID,Payment_ID,Order_ID,Delivery_Method,Delivery_Status,Delivery_Days,Payment_Method,Payment_Status,Customer_Rating,Review_Score,Return_Flag,Return_Reason
D00710,PAY00710,O00710,Same Day,In Transit,9,Apple Pay,Pending,4,5,Yes,Late Delivery
D00711,PAY00711,O00711,Same Day,In Transit,1,Mada,Paid,4,9,No,N/A
D00712,PAY00712,O00712,Standard,Returned,10,Apple Pay,Pending,2,7,No,N/A
D00713,PAY00713,O00713,Standard,Returned,1,Cash On Delivery,Pending,4,2,Yes,N/A
D00714,PAY00714,O00714,Express,Returned,9,Cash On Delivery,Paid,1,7,Yes,Late Delivery
D00715,PAY00715,O00715,Same Day,In Transit,9,Mada,Pending,5,8,No,Damaged
D00716,PAY00716,O00716,Standard,In Transit,2,Mada,Refunded,1,10,Yes,Late Delivery
D00717,PAY00717,O00717,Standard,Returned,10,Apple Pay,Paid,1,2,No,Wrong Item
D00718,PAY00718,O00718,Same Day,Delivered,10,Credit Card,Paid,1,2,Yes,Wrong Item
D00719,PAY00719,O00719,Express,Returned,2,Cash On Delivery,Paid,4,1,Yes,Late Delivery
D00720,PAY00720,O00720,Standard,Delivered,7,STC Pay,Pending,3,4,No,Late Delivery
D00721,PAY00721,O00721,Same Day,Delivered,4,Credit Card,Refunded,3,4,Yes,N/A
D00722,PAY00722,O00722,Same Day,Delivered,6,STC Pay,Paid,5,7,Yes,Wrong Item
D00723,PAY00723,O00723,Express,Delivered,7,Debit Card,Paid,1,8,No,N/A
D00724,PAY00724,O00724,Same Day,Delivered,9,STC Pay,Refunded,5,1,No,Wrong Item
D00725,PAY00725,O00725,Express,In Transit,4,Debit Card,Refunded,3,6,No,Late Delivery
D00726,PAY00726,O00726,Standard,In Transit,10,Apple Pay,Paid,1,5,No,Damaged
D00727,PAY00727,O00727,Express,Delivered,6,STC Pay,Paid,4,9,No,Wrong Item
D00728,PAY00728,O00728,Express,Delivered,5,Apple Pay,Pending,1,6,Yes,Wrong Item
D00729,PAY00729,O00729,Standard,Delivered,9,Mada,Paid,1,1,No,Wrong Item
D00730,PAY00730,O00730,Same Day,Returned,9,Credit Card,Paid,2,4,Yes,Late Delivery
D00731,PAY00731,O00731,Same Day,Delivered,9,Mada,Refunded,5,10,No,Wrong Item
D00732,PAY00732,O00732,Same Day,In Transit,7,Cash On Delivery,Paid,2,9,Yes,Late Delivery
D00733,PAY00733,O00733,Standard,Returned,1,Debit Card,Paid,2,7,Yes,Late Delivery
D00734,PAY00734,O00734,Same Day,Returned,10,Debit Card,Paid,2,5,Yes,Damaged
D00735,PAY00735,O00735,Same Day,Returned,8,STC Pay,Paid,1,9,No,Wrong Item
D00736,PAY00736,O00736,Same Day,In Transit,8,STC Pay,Pending,1,1,No,Damaged
D00737,PAY00737,O00737,Same Day,Returned,2,Apple Pay,Paid,3,2,Yes,Wrong Item
D00738,PAY00738,O00738,Standard,Delivered,8,Cash On Delivery,Paid,5,10,No,Late Delivery
D00739,PAY00739,O00739,Standard,Returned,8,Apple Pay,Pending,1,5,Yes,Wrong Item
D00740,PAY00740,O00740,Standard,Delivered,6,Debit Card,Pending,4,8,No,Late Delivery
D00741,PAY00741,O00741,Express,Returned,4,Apple Pay,Pending,3,8,Yes,N/A
D00742,PAY00742,O00742,Same Day,In Transit,9,Credit Card,Paid,1,1,No,Damaged
D00743,PAY00743,O00743,Same Day,Returned,2,Mada,Pending,4,9,No,Damaged
D00744,PAY00744,O00744,Standard,In Transit,3,Mada,Paid,1,9,Yes,N/A
D00745,PAY00745,O00745,Same Day,Delivered,8,Cash On Delivery,Pending,3,2,Yes,Wrong Item
D00746,PAY00746,O00746,Same Day,In Transit,5,Apple Pay,Pending,3,4,No,N/A
D00747,PAY00747,O00747,Same Day,Returned,5,Mada,Refunded,3,7,No,Damaged
D00748,PAY00748,O00748,Same Day,Delivered,7,Mada,Pending,4,8,No,Damaged
D00749,PAY00749,O00749,Standard,In Transit,2,Mada,Paid,4,3,No,Late Delivery
D00750,PAY00750,O00750,Same Day,Returned,2,Mada,Refunded,2,6,Yes,Damaged
D00751,PAY00751,O00751,Same Day,Returned,3,Mada,Pending,2,2,No,Wrong Item
D00752,PAY00752,O00752,Same Day,Delivered,10,Cash On Delivery,Refunded,4,6,No,Damaged
D00753,PAY00753,O00753,Express,In Transit,3,Mada,Paid,1,10,No,Wrong Item
D00754,PAY00754,O00754,Standard,Returned,5,Debit Card,Pending,2,3,Yes,Late Delivery
D00755,PAY00755,O00755,Express,In Transit,5,Mada,Refunded,5,9,No,Wrong Item
D00756,PAY00756,O00756,Standard,Returned,8,Cash On Delivery,Paid,1,10,No,Late Delivery
D00757,PAY00757,O00757,Same Day,Returned,5,Cash On Delivery,Refunded,2,3,No,Wrong Item
D00758,PAY00758,O00758,Same Day,Delivered,10,Credit Card,Pending,1,9,Yes,N/A
D00759,PAY00759,O00759,Express,Delivered,6,Debit Card,Pending,3,2,No,Late Delivery
D00760,PAY00760,O00760,Express,In Transit,6,STC Pay,Pending,2,1,No,Wrong Item
D00761,PAY00761,O00761,Express,Delivered,3,Debit Card,Pending,5,6,No,N/A
D00762,PAY00762,O00762,Express,Returned,10,STC Pay,Refunded,1,4,Yes,N/A
D00763,PAY00763,O00763,Express,In Transit,9,STC Pay,Pending,2,8,No,Late Delivery
D00764,PAY00764,O00764,Same Day,Returned,1,STC Pay,Paid,3,8,No,Late Delivery
D00765,PAY00765,O00765,Same Day,Delivered,8,Mada,Refunded,4,3,No,Damaged
D00766,PAY00766,O00766,Standard,Returned,9,STC Pay,Pending,2,3,No,N/A
D00767,PAY00767,O00767,Standard,In Transit,1,Credit Card,Paid,1,5,No,Wrong Item
D00768,PAY00768,O00768,Express,In Transit,4,Cash On Delivery,Paid,3,9,No,Wrong Item
D00769,PAY00769,O00769,Express,In Transit,2,Credit Card,Paid,3,3,No,Damaged
D00770,PAY00770,O00770,Express,Delivered,7,Credit Card,Refunded,3,3,Yes,Wrong Item
D00771,PAY00771,O00771,Same Day,Delivered,9,Mada,Paid,3,2,Yes,Late Delivery
D00772,PAY00772,O00772,Express,Delivered,5,Debit Card,Paid,3,8,No,Damaged
D00773,PAY00773,O00773,Same Day,Returned,2,Mada,Refunded,4,4,No,N/A
D00774,PAY00774,O00774,Same Day,In Transit,9,Mada,Refunded,5,2,Yes,Damaged
D00775,PAY00775,O00775,Standard,Returned,1,Debit Card,Pending,3,10,No,Damaged
D00776,PAY00776,O00776,Express,Delivered,4,STC Pay,Refunded,5,5,No,Damaged
D00777,PAY00777,O00777,Same Day,Returned,7,Mada,Paid,4,8,Yes,Damaged
D00778,PAY00778,O00778,Express,Returned,4,STC Pay,Pending,3,9,Yes,Damaged
D00779,PAY00779,O00779,Same Day,In Transit,8,Mada,Paid,3,3,Yes,Damaged
D00780,PAY00780,O00780,Standard,Delivered,5,Debit Card,Pending,5,3,No,Late Delivery
D00781,PAY00781,O00781,Express,Delivered,10,Credit Card,Refunded,2,5,Yes,N/A
D00782,PAY00782,O00782,Express,In Transit,9,Debit Card,Pending,1,8,No,Damaged
D00783,PAY00783,O00783,Same Day,Returned,9,Credit Card,Paid,1,2,No,Late Delivery
D00784,PAY00784,O00784,Express,In Transit,2,Cash On Delivery,Refunded,4,7,No,Wrong Item
D00785,PAY00785,O00785,Express,In Transit,4,Mada,Pending,5,4,Yes,Wrong Item
D00786,PAY00786,O00786,Same Day,Delivered,4,Apple Pay,Pending,5,2,Yes,Wrong Item
D00787,PAY00787,O00787,Same Day,Delivered,1,Debit Card,Paid,2,2,No,Wrong Item
D00788,PAY00788,O00788,Same Day,Returned,1,Cash On Delivery,Pending,1,8,No,N/A
D00789,PAY00789,O00789,Standard,Returned,9,Credit Card,Refunded,1,7,No,Damaged
D00790,PAY00790,O00790,Express,Delivered,2,Debit Card,Paid,1,7,Yes,Wrong Item
D00791,PAY00791,O00791,Express,Delivered,6,Debit Card,Pending,3,9,No,Damaged
D00792,PAY00792,O00792,Same Day,Delivered,5,STC Pay,Paid,4,10,No,Late Delivery
D00793,PAY00793,O00793,Standard,Delivered,7,Credit Card,Paid,3,10,Yes,Late Delivery
D00794,PAY00794,O00794,Express,Returned,10,Mada,Pending,1,1,No,Late Delivery
D00795,PAY00795,O00795,Standard,Returned,8,Apple Pay,Paid,5,9,Yes,Wrong Item
D00796,PAY00796,O00796,Same Day,Returned,5,Credit Card,Paid,1,6,No,N/A
D00797,PAY00797,O00797,Express,Delivered,5,Apple Pay,Paid,4,3,No,Wrong Item
D00798,PAY00798,O00798,Express,In Transit,9,Debit Card,Paid,4,9,Yes,Wrong Item
D00799,PAY00799,O00799,Standard,In Transit,7,Apple Pay,Refunded,1,1,No,N/A
D00800,PAY00800,O00800,Standard,Delivered,3,Credit Card,Pending,4,7,Yes,Damaged
D00801,PAY00801,O00801,Express,Returned,4,Cash On Delivery,Pending,2,3,Yes,Wrong Item
D00802,PAY00802,O00802,Standard,In Transit,7,Mada,Paid,3,6,Yes,N/A
D00803,PAY00803,O00803,Express,Returned,9,Apple Pay,Paid,5,2,No,N/A
D00804,PAY00804,O00804,Express,Returned,6,Debit Card,Paid,5,9,Yes,Damaged
D00805,PAY00805,O00805,Same Day,Returned,9,Cash On Delivery,Paid,1,3,No,N/A
D00806,PAY00806,O00806,Standard,Returned,4,Credit Card,Pending,4,3,Yes,N/A
D00807,PAY00807,O00807,Same Day,Returned,3,Apple Pay,Paid,4,2,Yes,Damaged
D00808,PAY00808,O00808,Standard,In Transit,5,Cash On Delivery,Refunded,3,2,No,Damaged
D00809,PAY00809,O00809,Standard,Delivered,2,STC Pay,Refunded,5,2,Yes,Wrong Item
D00810,PAY00810,O00810,Standard,Delivered,2,Credit Card,Refunded,4,5,No,Late Delivery
D00811,PAY00811,O00811,Express,Delivered,5,Mada,Refunded,1,7,No,Wrong Item
D00812,PAY00812,O00812,Express,Delivered,1,Cash On Delivery,Pending,1,3,Yes,Damaged
D00813,PAY00813,O00813,Express,In Transit,5,Cash On Delivery,Pending,4,10,Yes,Wrong Item
D00814,PAY00814,O00814,Standard,In Transit,8,STC Pay,Refunded,1,8,Yes,N/A
D00815,PAY00815,O00815,Same Day,Returned,9,Cash On Delivery,Pending,3,10,No,Late Delivery
D00816,PAY00816,O00816,Express,Returned,9,Apple Pay,Paid,5,9,Yes,Wrong Item
D00817,PAY00817,O00817,Same Day,Returned,5,Apple Pay,Pending,5,1,No,Wrong Item
D00818,PAY00818,O00818,Standard,In Transit,9,Cash On Delivery,Refunded,4,3,No,Wrong Item
D00819,PAY00819,O00819,Same Day,In Transit,6,Credit Card,Paid,5,4,Yes,Late Delivery
D00820,PAY00820,O00820,Same Day,Returned,2,Mada,Pending,1,6,No,Wrong Item
D00821,PAY00821,O00821,Express,Delivered,5,Credit Card,Pending,1,3,Yes,Late Delivery
D00822,PAY00822,O00822,Standard,Delivered,1,Cash On Delivery,Refunded,1,3,No,N/A
D00823,PAY00823,O00823,Same Day,In Transit,10,Apple Pay,Pending,4,7,No,Late Delivery
D00824,PAY00824,O00824,Standard,In Transit,4,Mada,Refunded,3,9,Yes,Wrong Item
D00825,PAY00825,O00825,Same Day,Returned,3,Credit Card,Paid,2,7,No,Wrong Item
D00826,PAY00826,O00826,Standard,In Transit,10,Apple Pay,Refunded,5,9,No,Wrong Item
D00827,PAY00827,O00827,Same Day,Delivered,1,Credit Card,Pending,1,8,Yes,Wrong Item
D00828,PAY00828,O00828,Standard,In Transit,8,Credit Card,Pending,1,7,Yes,Late Delivery
D00829,PAY00829,O00829,Express,Returned,6,Apple Pay,Refunded,1,10,No,Damaged
D00830,PAY00830,O00830,Express,Returned,4,Mada,Pending,1,5,No,Damaged
D00831,PAY00831,O00831,Same Day,Delivered,5,Debit Card,Paid,2,6,Yes,Wrong Item
D00832,PAY00832,O00832,Same Day,Returned,8,Credit Card,Pending,3,9,Yes,N/A
D00833,PAY00833,O00833,Standard,Returned,10,Cash On Delivery,Paid,2,10,Yes,Damaged
D00834,PAY00834,O00834,Standard,Delivered,1,STC Pay,Pending,1,5,No,Damaged
D00835,PAY00835,O00835,Express,Delivered,2,Debit Card,Refunded,2,4,Yes,Wrong Item
D00836,PAY00836,O00836,Express,Returned,5,Apple Pay,Paid,3,10,Yes,Wrong Item
D00837,PAY00837,O00837,Express,Returned,2,Credit Card,Pending,2,7,No,N/A
D00838,PAY00838,O00838,Standard,Returned,1,Apple Pay,Pending,2,4,No,Late Delivery
D00839,PAY00839,O00839,Express,In Transit,9,Mada,Paid,5,7,Yes,N/A
D00840,PAY00840,O00840,Standard,Returned,9,Cash On Delivery,Paid,3,4,No,Late Delivery
D00841,PAY00841,O00841,Same Day,In Transit,2,Mada,Paid,3,3,Yes,Wrong Item
D00842,PAY00842,O00842,Express,Returned,6,Cash On Delivery,Paid,4,1,Yes,Damaged
D00843,PAY00843,O00843,Same Day,Returned,1,Credit Card,Paid,4,2,Yes,Wrong Item
D00844,PAY00844,O00844,Express,In Transit,9,Debit Card,Paid,2,10,Yes,Wrong Item
D00845,PAY00845,O00845,Standard,Returned,9,STC Pay,Pending,4,2,No,Damaged
D00846,PAY00846,O00846,Express,In Transit,5,Mada,Paid,4,1,No,Wrong Item
D00847,PAY00847,O00847,Express,Delivered,3,Cash On Delivery,Refunded,2,4,No,Late Delivery
D00848,PAY00848,O00848,Same Day,Delivered,3,Cash On Delivery,Refunded,2,2,Yes,Damaged
D00849,PAY00849,O00849,Same Day,Delivered,3,Credit Card,Paid,5,2,Yes,N/A
D00850,PAY00850,O00850,Standard,In Transit,1,Apple Pay,Paid,3,1,No,N/A
D00851,PAY00851,O00851,Express,Delivered,10,Apple Pay,Refunded,2,10,No,Damaged
D00852,PAY00852,O00852,Standard,In Transit,4,Credit Card,Paid,3,7,Yes,Damaged
D00853,PAY00853,O00853,Standard,Delivered,6,Credit Card,Refunded,3,9,No,N/A
D00854,PAY00854,O00854,Standard,Delivered,10,Debit Card,Refunded,5,4,No,Damaged
D00855,PAY00855,O00855,Express,Delivered,5,Debit Card,Refunded,3,4,Yes,N/A
D00856,PAY00856,O00856,Express,Delivered,4,STC Pay,Refunded,1,8,No,Wrong Item
D00857,PAY00857,O00857,Standard,In Transit,5,Mada,Refunded,4,8,Yes,Wrong Item
D00858,PAY00858,O00858,Standard,Delivered,9,Cash On Delivery,Paid,3,1,Yes,N/A
D00859,PAY00859,O00859,Same Day,Returned,7,Mada,Refunded,4,10,Yes,Damaged
D00860,PAY00860,O00860,Express,Delivered,7,Credit Card,Refunded,5,9,No,N/A
D00861,PAY00861,O00861,Express,In Transit,7,STC Pay,Pending,3,1,No,Late Delivery
D00862,PAY00862,O00862,Express,Returned,2,STC Pay,Pending,5,8,Yes,N/A
D00863,PAY00863,O00863,Standard,Delivered,2,STC Pay,Refunded,4,4,Yes,Damaged
D00864,PAY00864,O00864,Express,Returned,8,Debit Card,Paid,3,5,No,N/A
D00865,PAY00865,O00865,Standard,Returned,5,Apple Pay,Pending,4,8,Yes,Damaged
D00866,PAY00866,O00866,Same Day,Delivered,3,STC Pay,Refunded,4,6,No,Wrong Item
D00867,PAY00867,O00867,Express,Delivered,7,Mada,Pending,3,6,No,Damaged
D00868,PAY00868,O00868,Same Day,Returned,1,Cash On Delivery,Pending,5,9,No,Damaged
D00869,PAY00869,O00869,Standard,In Transit,4,Mada,Refunded,4,3,Yes,N/A
D00870,PAY00870,O00870,Standard,Delivered,4,STC Pay,Refunded,4,6,Yes,Damaged
D00871,PAY00871,O00871,Express,Returned,10,Cash On Delivery,Pending,4,10,Yes,N/A
D00872,PAY00872,O00872,Same Day,Returned,1,Cash On Delivery,Paid,1,5,Yes,Late Delivery
D00873,PAY00873,O00873,Express,In Transit,10,Mada,Refunded,3,10,No,Wrong Item
D00874,PAY00874,O00874,Standard,Delivered,9,STC Pay,Pending,1,5,No,Late Delivery
D00875,PAY00875,O00875,Express,Delivered,6,Cash On Delivery,Paid,4,9,No,Wrong Item
D00876,PAY00876,O00876,Express,Delivered,4,Credit Card,Refunded,4,7,No,Wrong Item
D00877,PAY00877,O00877,Standard,In Transit,1,Apple Pay,Refunded,2,6,Yes,Damaged
D00878,PAY00878,O00878,Same Day,In Transit,7,Credit Card,Refunded,1,8,No,N/A
D00879,PAY00879,O00879,Same Day,Delivered,5,Mada,Refunded,4,4,Yes,Damaged
D00880,PAY00880,O00880,Express,Delivered,7,Apple Pay,Pending,5,7,Yes,N/A
D00881,PAY00881,O00881,Same Day,In Transit,6,Mada,Paid,1,6,No,N/A
D00882,PAY00882,O00882,Express,In Transit,10,Cash On Delivery,Paid,2,9,Yes,Damaged
D00883,PAY00883,O00883,Same Day,Delivered,2,Mada,Pending,1,4,No,N/A
D00884,PAY00884,O00884,Standard,Returned,5,Cash On Delivery,Paid,4,6,Yes,N/A
D00885,PAY00885,O00885,Same Day,In Transit,7,Debit Card,Refunded,2,8,Yes,Damaged
D00886,PAY00886,O00886,Standard,Delivered,1,STC Pay,Refunded,3,1,No,Wrong Item
D00887,PAY00887,O00887,Express,In Transit,8,STC Pay,Pending,5,8,No,Damaged
D00888,PAY00888,O00888,Same Day,In Transit,3,Cash On Delivery,Paid,5,2,No,N/A
D00889,PAY00889,O00889,Same Day,Returned,6,STC Pay,Refunded,1,9,No,Late Delivery
D00890,PAY00890,O00890,Express,Delivered,4,Mada,Refunded,5,3,No,Wrong Item
D00891,PAY00891,O00891,Express,In Transit,6,STC Pay,Pending,2,6,Yes,N/A
D00892,PAY00892,O00892,Express,Delivered,5,Apple Pay,Pending,2,5,No,Wrong Item
D00893,PAY00893,O00893,Express,Delivered,10,Mada,Pending,2,8,Yes,Late Delivery
D00894,PAY00894,O00894,Same Day,In Transit,5,Debit Card,Refunded,3,10,Yes,N/A
D00895,PAY00895,O00895,Express,In Transit,10,Apple Pay,Pending,1,7,No,Wrong Item
D00896,PAY00896,O00896,Express,In Transit,10,Debit Card,Pending,1,9,Yes,Late Delivery
D00897,PAY00897,O00897,Express,Returned,7,Credit Card,Paid,3,3,Yes,N/A
D00898,PAY00898,O00898,Express,In Transit,5,Mada,Paid,2,7,No,N/A
D00899,PAY00899,O00899,Standard,In Transit,10,Debit Card,Paid,3,1,Yes,N/A
D00900,PAY00900,O00900,Same Day,In Transit,3,Mada,Pending,1,7,No,Damaged
D00901,PAY00901,O00901,Express,In Transit,7,Debit Card,Refunded,3,8,Yes,Damaged
D00902,PAY00902,O00902,Standard,In Transit,9,Mada,Pending,2,2,Yes,N/A
D00903,PAY00903,O00903,Standard,In Transit,1,Apple Pay,Refunded,1,1,No,Wrong Item
D00904,PAY00904,O00904,Express,Returned,8,Mada,Refunded,3,2,Yes,Late Delivery
D00905,PAY00905,O00905,Same Day,Returned,2,STC Pay,Paid,4,4,Yes,Late Delivery
D00906,PAY00906,O00906,Standard,Delivered,6,Cash On Delivery,Pending,3,1,No,Late Delivery
D00907,PAY00907,O00907,Standard,In Transit,8,Apple Pay,Paid,1,10,No,Late Delivery
D00908,PAY00908,O00908,Same Day,Delivered,5,Apple Pay,Pending,4,2,Yes,Damaged
D00909,PAY00909,O00909,Same Day,Delivered,3,Credit Card,Paid,2,7,Yes,Wrong Item
D00910,PAY00910,O00910,Express,Returned,3,Mada,Paid,2,4,Yes,Damaged
D00911,PAY00911,O00911,Same Day,Returned,9,STC Pay,Pending,2,9,No,Damaged
D00912,PAY00912,O00912,Standard,Returned,1,Mada,Pending,5,2,Yes,Late Delivery
D00913,PAY00913,O00913,Express,In Transit,7,STC Pay,Pending,4,3,Yes,Wrong Item
D00914,PAY00914,O00914,Express,In Transit,1,Mada,Pending,5,10,No,Damaged
D00915,PAY00915,O00915,Express,Delivered,2,Apple Pay,Pending,4,2,Yes,Late Delivery
D00916,PAY00916,O00916,Standard,Returned,5,Apple Pay,Refunded,1,7,Yes,Late Delivery
D00917,PAY00917,O00917,Express,Returned,7,Cash On Delivery,Paid,1,7,Yes,N/A
D00918,PAY00918,O00918,Express,In Transit,10,STC Pay,Paid,3,5,No,Wrong Item
D00919,PAY00919,O00919,Standard,In Transit,8,Apple Pay,Pending,4,7,No,Wrong Item
D00920,PAY00920,O00920,Same Day,In Transit,5,Credit Card,Refunded,5,4,Yes,Damaged
D00921,PAY00921,O00921,Standard,Returned,6,STC Pay,Paid,3,4,Yes,N/A
D00922,PAY00922,O00922,Same Day,Delivered,5,STC Pay,Pending,5,4,No,N/A
D00923,PAY00923,O00923,Standard,In Transit,2,Debit Card,Pending,2,1,Yes,Wrong Item
D00924,PAY00924,O00924,Standard,Delivered,3,Apple Pay,Paid,5,5,Yes,Damaged
D00925,PAY00925,O00925,Express,Delivered,7,Cash On Delivery,Pending,1,1,Yes,N/A
D00926,PAY00926,O00926,Standard,Returned,1,Mada,Paid,4,8,Yes,Damaged
D00927,PAY00927,O00927,Standard,Returned,1,STC Pay,Pending,4,3,No,Damaged
D00928,PAY00928,O00928,Express,Delivered,1,Debit Card,Paid,3,5,Yes,Late Delivery
D00929,PAY00929,O00929,Express,In Transit,3,Credit Card,Pending,2,8,Yes,Wrong Item
D00930,PAY00930,O00930,Same Day,Returned,5,Credit Card,Paid,3,4,No,Damaged
D00931,PAY00931,O00931,Express,Delivered,7,Debit Card,Paid,3,7,Yes,Late Delivery
D00932,PAY00932,O00932,Express,Returned,3,Credit Card,Refunded,1,6,Yes,Late Delivery
D00933,PAY00933,O00933,Same Day,Returned,3,Apple Pay,Pending,1,10,Yes,Late Delivery
D00934,PAY00934,O00934,Standard,Delivered,9,Credit Card,Paid,3,6,Yes,Wrong Item
D00935,PAY00935,O00935,Express,Returned,7,Mada,Refunded,5,4,Yes,Late Delivery
D00936,PAY00936,O00936,Express,Returned,6,Debit Card,Refunded,2,5,No,N/A
D00937,PAY00937,O00937,Same Day,Returned,5,Cash On Delivery,Pending,2,9,No,Late Delivery
D00938,PAY00938,O00938,Standard,Returned,4,Apple Pay,Pending,2,10,Yes,Late Delivery
D00939,PAY00939,O00939,Standard,In Transit,8,Cash On Delivery,Paid,3,1,No,Late Delivery
D00940,PAY00940,O00940,Express,Returned,9,Apple Pay,Refunded,4,5,Yes,Late Delivery
D00941,PAY00941,O00941,Same Day,In Transit,1,Cash On Delivery,Refunded,3,5,Yes,Wrong Item
D00942,PAY00942,O00942,Same Day,In Transit,2,STC Pay,Refunded,3,9,Yes,N/A
D00943,PAY00943,O00943,Express,Returned,5,Apple Pay,Refunded,2,5,No,Damaged
D00944,PAY00944,O00944,Express,Delivered,9,Mada,Refunded,1,1,Yes,Wrong Item
D00945,PAY00945,O00945,Standard,Returned,2,Cash On Delivery,Refunded,2,5,Yes,Wrong Item
D00946,PAY00946,O00946,Same Day,In Transit,7,STC Pay,Refunded,3,3,Yes,N/A
D00947,PAY00947,O00947,Express,Delivered,8,Apple Pay,Paid,4,4,Yes,N/A
D00948,PAY00948,O00948,Express,In Transit,4,Credit Card,Paid,2,8,No,N/A
D00949,PAY00949,O00949,Express,Delivered,1,Cash On Delivery,Pending,2,6,Yes,Late Delivery
D00950,PAY00950,O00950,Standard,Returned,7,STC Pay,Paid,2,4,Yes,Damaged
D00951,PAY00951,O00951,Express,In Transit,10,Cash On Delivery,Pending,2,1,Yes,N/A
D00952,PAY00952,O00952,Express,In Transit,5,Mada,Pending,1,1,No,Damaged
D00953,PAY00953,O00953,Standard,Returned,5,Cash On Delivery,Refunded,3,2,Yes,N/A
D00954,PAY00954,O00954,Express,In Transit,2,STC Pay,Pending,5,8,Yes,N/A
D00955,PAY00955,O00955,Same Day,Returned,5,Cash On Delivery,Paid,5,9,No,Damaged
D00956,PAY00956,O00956,Standard,In Transit,6,Debit Card,Pending,5,5,No,Wrong Item
D00957,PAY00957,O00957,Express,Returned,6,STC Pay,Pending,3,1,No,Wrong Item
D00958,PAY00958,O00958,Same Day,Delivered,7,STC Pay,Refunded,2,3,No,N/A
D00959,PAY00959,O00959,Standard,In Transit,9,Credit Card,Refunded,2,6,Yes,N/A
D00960,PAY00960,O00960,Same Day,Delivered,7,Debit Card,Refunded,3,1,Yes,N/A
D00961,PAY00961,O00961,Standard,Delivered,2,Apple Pay,Pending,5,7,Yes,Wrong Item
D00962,PAY00962,O00962,Same Day,Delivered,7,Apple Pay,Refunded,1,4,No,N/A
D00963,PAY00963,O00963,Same Day,In Transit,5,Mada,Refunded,2,9,No,Late Delivery
D00964,PAY00964,O00964,Standard,In Transit,7,STC Pay,Refunded,5,1,Yes,N/A
D00965,PAY00965,O00965,Express,In Transit,3,Mada,Pending,2,6,No,Damaged
D00966,PAY00966,O00966,Same Day,Delivered,10,Mada,Refunded,3,4,No,N/A
D00967,PAY00967,O00967,Standard,Returned,2,Mada,Refunded,4,7,No,N/A
D00968,PAY00968,O00968,Express,In Transit,2,Mada,Paid,5,3,No,N/A
D00969,PAY00969,O00969,Standard,Returned,5,Credit Card,Paid,4,7,Yes,Damaged
D00970,PAY00970,O00970,Same Day,Returned,10,Debit Card,Pending,5,10,Yes,Wrong Item
D00971,PAY00971,O00971,Express,Returned,4,Debit Card,Pending,2,5,No,Damaged
D00972,PAY00972,O00972,Express,In Transit,8,Debit Card,Pending,1,8,Yes,Late Delivery
D00973,PAY00973,O00973,Express,Delivered,9,Mada,Paid,3,7,No,Late Delivery
D00974,PAY00974,O00974,Same Day,Returned,9,Credit Card,Refunded,2,9,Yes,Wrong Item
D00975,PAY00975,O00975,Express,Delivered,10,Cash On Delivery,Refunded,4,9,No,N/A
D00976,PAY00976,O00976,Same Day,Returned,8,Debit Card,Paid,5,2,No,N/A
D00977,PAY00977,O00977,Same Day,In Transit,9,Credit Card,Paid,3,8,Yes,Wrong Item
D00978,PAY00978,O00978,Same Day,Delivered,3,Apple Pay,Pending,3,8,No,Late Delivery
D00979,PAY00979,O00979,Same Day,Returned,9,Credit Card,Pending,3,7,No,N/A
D00980,PAY00980,O00980,Express,Returned,1,Mada,Refunded,2,2,Yes,N/A
D00981,PAY00981,O00981,Express,Returned,3,Credit Card,Paid,1,5,Yes,Wrong Item
D00982,PAY00982,O00982,Same Day,In Transit,10,Mada,Pending,2,6,Yes,N/A
D00983,PAY00983,O00983,Standard,In Transit,5,Cash On Delivery,Paid,4,3,No,Late Delivery
D00984,PAY00984,O00984,Same Day,Delivered,5,Cash On Delivery,Refunded,2,2,Yes,Late Delivery
D00985,PAY00985,O00985,Express,In Transit,8,STC Pay,Pending,3,10,No,Late Delivery
D00986,PAY00986,O00986,Standard,Returned,7,STC Pay,Pending,2,8,No,N/A
D00987,PAY00987,O00987,Standard,In Transit,1,Cash On Delivery,Pending,2,4,Yes,Wrong Item
D00988,PAY00988,O00988,Same Day,Returned,8,Credit Card,Refunded,4,10,Yes,Damaged
D00989,PAY00989,O00989,Same Day,Delivered,7,STC Pay,Pending,2,9,Yes,Damaged
D00990,PAY00990,O00990,Express,Delivered,1,STC Pay,Paid,2,9,Yes,Damaged
D00991,PAY00991,O00991,Standard,Returned,10,Debit Card,Refunded,1,8,No,N/A
D00992,PAY00992,O00992,Same Day,Returned,5,Cash On Delivery,Pending,3,6,No,N/A
D00993,PAY00993,O00993,Standard,Returned,5,Mada,Paid,3,1,Yes,N/A
D00994,PAY00994,O00994,Same Day,Delivered,3,Apple Pay,Paid,4,10,No,Wrong Item
D00995,PAY00995,O00995,Same Day,Delivered,10,Credit Card,Pending,2,9,No,Late Delivery
D00996,PAY00996,O00996,Same Day,Delivered,2,Debit Card,Pending,5,5,Yes,Wrong Item
D00997,PAY00997,O00997,Same Day,In Transit,9,Cash On Delivery,Refunded,5,2,Yes,Late Delivery
D00998,PAY00998,O00998,Express,Delivered,5,Debit Card,Pending,2,1,Yes,Late Delivery
D00999,PAY00999,O00999,Express,Delivered,5,Cash On Delivery,Refunded,1,7,Yes,N/A
