Order_ID,Order_Date,Customer_ID,Product_ID,Employee_ID,Branch_ID,Payment_ID,Delivery_ID,Quantity,Unit_Price,Discount,Sales_Amount,Cost,Profit,Sales_Target,Order_Status
O01051,8/21/2020 0:00,C1014,P228,E010,B03,PAY01051,D01051,4,472.49,0.11,1682.06,1270.32,411.74,3561,Delivered
O01052,5/9/2023 0:00,C1000,P095,E021,B08,PAY01052,D01052,2,284.26,0.08,523.04,449.52,73.52,4600,Cancelled
O01053,1/22/2021 0:00,C0912,P179,E096,B11,PAY01053,D01053,3,520.79,0.16,1312.39,1056.88,255.51,3924,Delivered
O01054,5/20/2020 0:00,C0694,P020,E138,B13,PAY01054,D01054,4,664.17,0.02,2603.55,1800.46,803.09,2952,Delivered
O01055,6/3/2020 0:00,C0086,P266,E108,B03,PAY01055,D01055,4,353.3,0.14,1215.35,788.29,427.06,3874,Delivered
O01056,5/29/2021 0:00,C0668,P184,E128,B08,PAY01056,D01056,4,702.41,0.02,2753.45,1917.5,835.95,2423,Pending
O01057,9/3/2025 0:00,C0372,P133,E013,B01,PAY01057,D01057,1,1462.68,0.16,1228.65,1069.75,158.9,889,Pending
O01058,11/17/2021 0:00,C0184,P076,E066,B05,PAY01058,D01058,2,981,0.07,1824.66,1588.98,235.68,3629,Pending
O01059,3/26/2025 0:00,C0156,P262,E006,B15,PAY01059,D01059,4,441.26,0.04,1694.44,1109.18,585.26,1260,Pending
O01060,6/10/2021 0:00,C0950,P225,E067,B12,PAY01060,D01060,3,1257.08,0.08,3469.54,2517.95,951.59,2742,Delivered
O01061,7/21/2024 0:00,C0887,P159,E110,B04,PAY01061,D01061,3,666.89,0.06,1880.63,1305.2,575.43,833,Cancelled
O01062,2/27/2020 0:00,C0531,P095,E084,B08,PAY01062,D01062,3,538.5,0.1,1453.95,969.16,484.79,4904,Pending
O01063,7/3/2023 0:00,C1028,P125,E022,B01,PAY01063,D01063,5,197.63,0.14,849.81,576.92,272.89,2892,Pending
O01064,8/22/2025 0:00,C0853,P030,E012,B04,PAY01064,D01064,2,520.4,0.14,895.09,549.84,345.25,3430,Delivered
O01065,2/1/2025 0:00,C0681,P020,E087,B09,PAY01065,D01065,1,1409.81,0.12,1240.63,1025.97,214.66,2685,Pending
O01066,8/1/2021 0:00,C0730,P020,E125,B05,PAY01066,D01066,1,622.5,0.12,547.8,432.75,115.05,3709,Cancelled
O01067,3/4/2024 0:00,C0428,P231,E029,B06,PAY01067,D01067,2,1376.41,0.01,2725.29,2261.45,463.84,546,Cancelled
O01068,1/3/2020 0:00,C0994,P197,E140,B09,PAY01068,D01068,3,1397.83,0.06,3941.88,3044.78,897.1,896,Pending
O01069,11/1/2023 0:00,C0780,P230,E146,B01,PAY01069,D01069,1,327.53,0.01,324.25,267.94,56.31,3009,Delivered
O01070,10/2/2022 0:00,C0696,P240,E091,B15,PAY01070,D01070,5,1260.86,0.16,5295.61,3885.74,1409.87,2579,Pending
O01071,4/29/2023 0:00,C0921,P273,E142,B15,PAY01071,D01071,3,1322.38,0.08,3649.77,2979.26,670.51,3955,Cancelled
O01072,9/6/2024 0:00,C0699,P155,E008,B03,PAY01072,D01072,2,922.83,0.08,1698.01,1448.76,249.25,1498,Pending
O01073,9/8/2023 0:00,C0568,P045,E022,B12,PAY01073,D01073,3,437.1,0.01,1298.19,1027.03,271.16,1312,Cancelled
O01074,9/18/2024 0:00,C1185,P194,E007,B07,PAY01074,D01074,4,1166.89,0.01,4620.88,2830.24,1790.64,2671,Pending
O01075,8/5/2021 0:00,C0589,P213,E074,B05,PAY01075,D01075,1,1241.13,0.16,1042.55,930.35,112.2,4528,Delivered
O01076,12/14/2022 0:00,C0701,P108,E056,B01,PAY01076,D01076,3,823.09,0.01,2444.58,1742.07,702.51,2253,Delivered
O01077,1/18/2021 0:00,C0174,P236,E041,B12,PAY01077,D01077,2,1284.76,0.19,2081.31,1601.59,479.72,3444,Cancelled
O01078,1/28/2023 0:00,C0848,P068,E065,B15,PAY01078,D01078,1,861.76,0.01,853.14,547.57,305.57,3179,Delivered
O01079,11/7/2025 0:00,C1195,P187,E114,B13,PAY01079,D01079,2,378.42,0.2,605.47,536.82,68.65,4412,Cancelled
O01080,9/9/2024 0:00,C0198,P262,E146,B05,PAY01080,D01080,4,857.1,0.03,3325.55,2082.8,1242.75,2522,Pending
O01081,9/4/2024 0:00,C1133,P261,E074,B03,PAY01081,D01081,1,583.58,0.07,542.73,374.71,168.02,706,Pending
O01082,3/17/2021 0:00,C0760,P078,E084,B04,PAY01082,D01082,3,511.36,0.08,1411.35,849.48,561.87,1371,Delivered
O01083,2/9/2025 0:00,C0568,P044,E081,B05,PAY01083,D01083,2,1354.33,0.17,2248.19,1901.24,346.95,1034,Delivered
O01084,7/20/2023 0:00,C0740,P192,E021,B05,PAY01084,D01084,5,1348.48,0.09,6135.58,5354.02,781.56,3884,Pending
O01085,12/31/2021 0:00,C0024,P184,E089,B10,PAY01085,D01085,4,36.62,0.09,133.3,111.1,22.2,3733,Pending
O01086,4/16/2021 0:00,C0453,P126,E095,B15,PAY01086,D01086,2,103.06,0.03,199.94,159.64,40.3,2910,Cancelled
O01087,6/6/2020 0:00,C1024,P076,E031,B13,PAY01087,D01087,2,1079.97,0.13,1879.15,1263.99,615.16,2632,Pending
O01088,10/30/2025 0:00,C1163,P142,E037,B15,PAY01088,D01088,5,380.81,0.17,1580.36,1049.14,531.22,2878,Pending
O01089,7/18/2021 0:00,C0969,P044,E117,B11,PAY01089,D01089,3,1280.09,0.04,3686.66,2512.41,1174.25,779,Cancelled
O01090,1/26/2020 0:00,C0828,P082,E043,B04,PAY01090,D01090,3,1359.32,0.01,4037.18,3131.59,905.59,4512,Delivered
O01091,6/15/2024 0:00,C0079,P241,E059,B11,PAY01091,D01091,1,1039.18,0.05,987.22,729.41,257.81,1823,Pending
O01092,5/10/2021 0:00,C0452,P190,E075,B15,PAY01092,D01092,1,1310.28,0.07,1218.56,954.74,263.82,3381,Cancelled
O01093,9/10/2023 0:00,C1125,P290,E110,B13,PAY01093,D01093,4,339.09,0.02,1329.23,1142.45,186.78,3104,Pending
O01094,10/17/2021 0:00,C0751,P029,E059,B08,PAY01094,D01094,2,737.73,0.02,1445.95,1117.86,328.09,4438,Delivered
O01095,3/26/2022 0:00,C0115,P198,E101,B07,PAY01095,D01095,3,1138.71,0.13,2972.03,2014.52,957.51,1473,Delivered
O01096,10/13/2023 0:00,C1134,P051,E019,B03,PAY01096,D01096,5,1058.39,0.15,4498.16,2803.32,1694.84,2581,Pending
O01097,11/3/2025 0:00,C0891,P018,E142,B15,PAY01097,D01097,5,1265.62,0.09,5758.57,4101.99,1656.58,928,Pending
O01098,11/6/2021 0:00,C0906,P057,E111,B03,PAY01098,D01098,3,1287.3,0.07,3591.57,2934.51,657.06,1645,Cancelled
O01099,10/6/2020 0:00,C1043,P269,E078,B04,PAY01099,D01099,3,625.19,0.07,1744.28,1362.35,381.93,1392,Pending
O01100,6/12/2021 0:00,C0264,P066,E109,B05,PAY01100,D01100,3,53.75,0,161.25,138.64,22.61,1069,Delivered
O01101,2/27/2021 0:00,C1054,P090,E001,B07,PAY01101,D01101,4,1047.86,0.06,3939.95,3404.29,535.66,3336,Cancelled
O01102,4/25/2022 0:00,C1186,P236,E030,B01,PAY01102,D01102,4,1034.39,0.2,3310.05,2013.8,1296.25,4453,Cancelled
O01103,2/12/2022 0:00,C0396,P203,E121,B06,PAY01103,D01103,5,385.76,0.17,1600.9,1395.95,204.95,3297,Cancelled
O01104,1/1/2021 0:00,C0775,P075,E131,B07,PAY01104,D01104,3,776.79,0.01,2307.07,1482.21,824.86,3749,Pending
O01105,8/1/2022 0:00,C0550,P084,E014,B04,PAY01105,D01105,3,1278.03,0.08,3527.36,2245.3,1282.06,3105,Cancelled
O01106,9/11/2025 0:00,C0334,P006,E070,B01,PAY01106,D01106,3,1305.64,0.18,3211.87,2844.7,367.17,3042,Delivered
O01107,5/2/2022 0:00,C0951,P082,E135,B11,PAY01107,D01107,4,178.86,0.05,679.67,582.98,96.69,3996,Delivered
O01108,4/11/2020 0:00,C0380,P138,E022,B12,PAY01108,D01108,1,272.1,0.18,223.12,160.98,62.14,3845,Cancelled
O01109,11/7/2021 0:00,C0128,P234,E083,B13,PAY01109,D01109,4,1450.16,0.03,5626.62,3614.37,2012.25,4511,Delivered
O01110,5/21/2022 0:00,C0331,P142,E042,B02,PAY01110,D01110,3,1319.44,0.18,3245.82,2608.18,637.64,1954,Pending
O01111,2/16/2020 0:00,C0941,P123,E095,B14,PAY01111,D01111,5,34.96,0.13,152.08,136.33,15.75,3008,Cancelled
O01112,6/24/2023 0:00,C0256,P072,E041,B02,PAY01112,D01112,4,1045.29,0.17,3470.36,2416.05,1054.31,4512,Delivered
O01113,1/8/2021 0:00,C0608,P187,E032,B09,PAY01113,D01113,5,25.66,0.02,125.73,87.34,38.39,1116,Cancelled
O01114,11/13/2023 0:00,C0829,P159,E117,B15,PAY01114,D01114,1,472.42,0.01,467.7,284.7,183,3906,Pending
O01115,11/12/2025 0:00,C0356,P099,E066,B04,PAY01115,D01115,5,820.83,0.1,3693.74,2671.14,1022.6,1638,Cancelled
O01116,6/13/2024 0:00,C0398,P109,E078,B05,PAY01116,D01116,1,1156.13,0.13,1005.83,807.78,198.05,4686,Pending
O01117,7/29/2020 0:00,C0055,P003,E003,B06,PAY01117,D01117,5,248.61,0.11,1106.31,670.23,436.08,3792,Pending
O01118,2/27/2022 0:00,C0721,P256,E020,B15,PAY01118,D01118,4,1087.03,0.09,3956.79,3532.03,424.76,4008,Delivered
O01119,12/13/2024 0:00,C0768,P015,E107,B13,PAY01119,D01119,5,485.27,0.13,2110.92,1299.28,811.64,4611,Pending
O01120,1/28/2020 0:00,C1034,P253,E125,B12,PAY01120,D01120,3,122.48,0.18,301.3,185.38,115.92,4997,Delivered
O01121,6/25/2024 0:00,C1113,P172,E010,B12,PAY01121,D01121,5,791.13,0.05,3757.87,3172.33,585.54,3668,Cancelled
O01122,11/11/2020 0:00,C1121,P263,E145,B02,PAY01122,D01122,3,719.39,0.16,1812.86,1101.62,711.24,2490,Cancelled
O01123,1/8/2020 0:00,C0069,P192,E102,B06,PAY01123,D01123,1,1128.71,0.07,1049.7,930.37,119.33,3309,Delivered
O01124,4/25/2022 0:00,C0533,P238,E039,B08,PAY01124,D01124,4,1277.49,0.07,4752.26,3697.68,1054.58,4162,Cancelled
O01125,10/4/2025 0:00,C0011,P205,E064,B08,PAY01125,D01125,1,313.79,0.19,254.17,213.92,40.25,659,Cancelled
O01126,1/5/2025 0:00,C0370,P016,E019,B05,PAY01126,D01126,2,1341.97,0.19,2173.99,1761.22,412.77,2740,Cancelled
O01127,8/22/2022 0:00,C0658,P023,E065,B03,PAY01127,D01127,2,1123.83,0.06,2112.8,1512.46,600.34,4594,Cancelled
O01128,3/9/2021 0:00,C0130,P019,E137,B03,PAY01128,D01128,3,1401.06,0.2,3362.54,2672.61,689.93,1659,Pending
O01129,1/31/2021 0:00,C0136,P157,E018,B14,PAY01129,D01129,1,467.03,0.11,415.66,352.13,63.53,1327,Pending
O01130,6/10/2022 0:00,C0158,P258,E138,B05,PAY01130,D01130,2,1071.24,0.2,1713.98,1068.86,645.12,3913,Cancelled
O01131,2/25/2020 0:00,C0781,P029,E131,B14,PAY01131,D01131,1,943.75,0.12,830.5,600.63,229.87,702,Pending
O01132,1/2/2022 0:00,C0647,P296,E041,B03,PAY01132,D01132,4,1391.67,0.1,5010.01,4269.45,740.56,2118,Pending
O01133,8/10/2020 0:00,C0729,P159,E053,B15,PAY01133,D01133,5,319.68,0.02,1566.43,1143.51,422.92,4656,Cancelled
O01134,5/19/2022 0:00,C1104,P278,E083,B05,PAY01134,D01134,1,787.8,0.19,638.12,406.54,231.58,2895,Delivered
O01135,1/17/2023 0:00,C1137,P029,E066,B09,PAY01135,D01135,3,1473.32,0.06,4154.76,2912.35,1242.41,4358,Pending
O01136,10/7/2021 0:00,C0676,P292,E077,B02,PAY01136,D01136,5,1352.53,0.17,5613,3999.27,1613.73,2183,Pending
O01137,3/30/2022 0:00,C0402,P114,E144,B10,PAY01137,D01137,1,135.57,0.07,126.08,99.1,26.98,1962,Pending
O01138,4/17/2022 0:00,C1011,P158,E092,B01,PAY01138,D01138,5,599.4,0.17,2487.51,1492.65,994.86,4566,Pending
O01139,12/31/2022 0:00,C0809,P198,E052,B03,PAY01139,D01139,3,507.56,0.1,1370.41,1075,295.41,1992,Cancelled
O01140,5/15/2025 0:00,C0286,P287,E149,B15,PAY01140,D01140,2,635.02,0.11,1130.34,886.13,244.21,4160,Cancelled
O01141,5/26/2023 0:00,C1186,P228,E137,B06,PAY01141,D01141,4,340.55,0.02,1334.96,847.28,487.68,3934,Pending
O01142,1/16/2022 0:00,C0587,P128,E003,B07,PAY01142,D01142,5,71.87,0.04,344.98,281.26,63.72,765,Cancelled
O01143,5/22/2024 0:00,C0059,P021,E009,B08,PAY01143,D01143,1,778.49,0.16,653.93,396.75,257.18,2841,Delivered
O01144,11/8/2023 0:00,C0097,P286,E020,B04,PAY01144,D01144,3,1454.88,0.11,3884.53,2849.39,1035.14,2257,Pending
O01145,6/18/2021 0:00,C0951,P215,E086,B15,PAY01145,D01145,3,575.9,0.15,1468.54,1042.62,425.92,4107,Pending
O01146,10/27/2021 0:00,C1030,P208,E061,B01,PAY01146,D01146,4,824.54,0.07,3067.29,2670.54,396.75,604,Pending
O01147,10/29/2025 0:00,C0737,P153,E019,B12,PAY01147,D01147,1,1320.94,0.15,1122.8,752.41,370.39,4641,Pending
O01148,5/27/2022 0:00,C0646,P259,E149,B03,PAY01148,D01148,1,103.83,0.08,95.52,65.15,30.37,4679,Cancelled
O01149,5/14/2022 0:00,C0381,P127,E036,B07,PAY01149,D01149,5,402.84,0.15,1712.07,1502.21,209.86,2784,Pending
O01150,5/12/2020 0:00,C0613,P101,E077,B13,PAY01150,D01150,3,476.11,0.14,1228.36,891.26,337.1,3104,Pending
O01151,3/27/2025 0:00,C0317,P064,E004,B06,PAY01151,D01151,1,1390.37,0.05,1320.85,1147.69,173.16,4263,Delivered
O01152,9/25/2021 0:00,C0566,P018,E140,B02,PAY01152,D01152,5,482.91,0.16,2028.22,1310.62,717.6,3841,Delivered
O01153,8/23/2025 0:00,C0998,P249,E068,B07,PAY01153,D01153,1,1305.64,0.06,1227.3,990.39,236.91,716,Cancelled
O01154,9/11/2021 0:00,C0316,P099,E008,B04,PAY01154,D01154,4,455.85,0.06,1714,1221.08,492.92,3751,Pending
O01155,3/4/2024 0:00,C0682,P172,E088,B01,PAY01155,D01155,5,105.84,0.01,523.91,384.34,139.57,3087,Cancelled
O01156,2/4/2024 0:00,C0393,P229,E072,B14,PAY01156,D01156,1,674.74,0.19,546.54,460.57,85.97,4757,Cancelled
O01157,10/24/2020 0:00,C0934,P068,E076,B06,PAY01157,D01157,5,1310.87,0.08,6030,4702.33,1327.67,1118,Cancelled
O01158,6/6/2025 0:00,C0138,P276,E057,B07,PAY01158,D01158,1,653.02,0.07,607.31,471.38,135.93,2373,Delivered
O01159,7/8/2024 0:00,C0077,P170,E038,B13,PAY01159,D01159,1,145.64,0.18,119.42,75.3,44.12,1871,Delivered
O01160,1/11/2022 0:00,C0526,P024,E090,B13,PAY01160,D01160,5,1219.46,0.03,5914.38,3698.26,2216.12,976,Cancelled
O01161,12/27/2020 0:00,C1084,P226,E013,B10,PAY01161,D01161,2,366.41,0,732.82,605.47,127.35,1638,Delivered
O01162,1/23/2020 0:00,C0228,P203,E087,B06,PAY01162,D01162,1,48.64,0.06,45.72,34.2,11.52,3175,Cancelled
O01163,7/26/2021 0:00,C0828,P096,E140,B15,PAY01163,D01163,4,198.11,0.07,736.97,470.19,266.78,1883,Pending
O01164,12/6/2023 0:00,C0651,P078,E096,B09,PAY01164,D01164,5,1443.91,0.07,6714.18,5141.66,1572.52,1658,Delivered
O01165,3/26/2024 0:00,C0130,P193,E071,B10,PAY01165,D01165,3,80.48,0.03,234.2,205.61,28.59,2101,Delivered
O01166,12/7/2025 0:00,C0588,P048,E059,B15,PAY01166,D01166,2,1321.37,0.18,2167.05,1427.3,739.75,1366,Delivered
O01167,10/17/2021 0:00,C1137,P069,E005,B05,PAY01167,D01167,5,65.3,0.01,323.24,237.59,85.65,2862,Pending
O01168,12/1/2023 0:00,C0923,P189,E077,B08,PAY01168,D01168,2,63.87,0.14,109.86,80.5,29.36,3011,Cancelled
O01169,10/16/2022 0:00,C0945,P221,E048,B05,PAY01169,D01169,1,1223.35,0.16,1027.61,682.55,345.06,3736,Cancelled
O01170,3/26/2020 0:00,C1023,P295,E127,B10,PAY01170,D01170,1,858.04,0.02,840.88,540.23,300.65,4925,Delivered
O01171,1/23/2024 0:00,C0713,P037,E150,B01,PAY01171,D01171,4,443.38,0.11,1578.43,954.51,623.92,2027,Cancelled
O01172,9/3/2021 0:00,C0332,P190,E086,B06,PAY01172,D01172,3,489.49,0.05,1395.05,1059.85,335.2,2845,Cancelled
O01173,8/1/2023 0:00,C0597,P065,E135,B11,PAY01173,D01173,4,447.34,0.17,1485.17,1300.58,184.59,4590,Cancelled
O01174,2/24/2020 0:00,C0108,P255,E078,B11,PAY01174,D01174,3,599.91,0.18,1475.78,1225.9,249.88,1058,Pending
O01175,7/12/2021 0:00,C0782,P114,E097,B11,PAY01175,D01175,4,389.18,0.02,1525.59,1042.51,483.08,596,Pending
O01176,7/1/2025 0:00,C1049,P290,E014,B01,PAY01176,D01176,4,1285.51,0.18,4216.47,3124.51,1091.96,3076,Pending
O01177,12/5/2020 0:00,C0735,P119,E012,B12,PAY01177,D01177,3,275.67,0.04,793.93,520.41,273.52,2342,Delivered
O01178,11/11/2023 0:00,C0637,P147,E055,B14,PAY01178,D01178,3,280.93,0.03,817.51,711.91,105.6,2506,Cancelled
O01179,8/28/2022 0:00,C0064,P087,E046,B10,PAY01179,D01179,1,647.87,0.12,570.13,376.2,193.93,1957,Cancelled
O01180,12/2/2025 0:00,C0078,P293,E084,B05,PAY01180,D01180,5,829.05,0.17,3440.56,2610.08,830.48,1619,Delivered
O01181,8/4/2020 0:00,C0642,P297,E069,B04,PAY01181,D01181,2,513.04,0.17,851.65,538.45,313.2,2491,Delivered
O01182,8/4/2023 0:00,C0685,P025,E109,B14,PAY01182,D01182,1,545.25,0.07,507.08,374.94,132.14,4554,Pending
O01183,10/11/2022 0:00,C0194,P004,E027,B01,PAY01183,D01183,4,805.92,0.07,2998.02,2538.07,459.95,2034,Delivered
O01184,12/24/2022 0:00,C1139,P285,E067,B06,PAY01184,D01184,3,1206.36,0.06,3401.94,3012.64,389.3,2800,Pending
O01185,3/1/2025 0:00,C0145,P209,E017,B11,PAY01185,D01185,4,191.56,0.18,628.32,391.98,236.34,4090,Cancelled
O01186,11/13/2020 0:00,C0265,P001,E003,B11,PAY01186,D01186,4,1448.64,0.19,4693.59,3587.81,1105.78,4139,Cancelled
O01187,6/19/2023 0:00,C1093,P149,E013,B12,PAY01187,D01187,4,321.79,0.14,1106.96,789.75,317.21,1083,Delivered
O01188,3/12/2024 0:00,C0872,P100,E080,B08,PAY01188,D01188,4,759.49,0.2,2430.37,1787.42,642.95,2340,Delivered
O01189,4/7/2022 0:00,C1104,P208,E063,B09,PAY01189,D01189,4,78.18,0.19,253.3,166.9,86.4,2482,Pending
O01190,6/23/2022 0:00,C0229,P176,E021,B11,PAY01190,D01190,3,506.03,0.01,1502.91,916.28,586.63,1734,Delivered
O01191,7/7/2022 0:00,C1111,P239,E075,B05,PAY01191,D01191,2,859.73,0.13,1495.93,1210.91,285.02,4306,Cancelled
O01192,7/12/2020 0:00,C0592,P110,E036,B05,PAY01192,D01192,1,664.56,0.19,538.29,451.96,86.33,4447,Pending
O01193,10/17/2025 0:00,C0779,P091,E116,B01,PAY01193,D01193,4,382.47,0.08,1407.49,1072.33,335.16,4210,Cancelled
O01194,8/14/2022 0:00,C0616,P190,E033,B08,PAY01194,D01194,3,887.55,0.07,2476.26,1518.99,957.27,3466,Cancelled
O01195,6/19/2021 0:00,C0496,P098,E125,B02,PAY01195,D01195,4,913.21,0.01,3616.31,2179.01,1437.3,1276,Cancelled
O01196,8/5/2020 0:00,C0201,P022,E070,B05,PAY01196,D01196,5,186.6,0.16,783.72,576.14,207.58,4538,Pending
O01197,5/15/2021 0:00,C0035,P292,E104,B04,PAY01197,D01197,1,880.52,0.09,801.27,677.84,123.43,3306,Delivered
O01198,7/27/2025 0:00,C1156,P017,E068,B04,PAY01198,D01198,3,199.41,0.04,574.3,426.14,148.16,3955,Cancelled
O01199,10/17/2020 0:00,C0418,P059,E081,B04,PAY01199,D01199,2,1415.28,0.2,2264.45,1575.93,688.52,4733,Cancelled
O01200,6/23/2024 0:00,C0328,P097,E109,B09,PAY01200,D01200,3,1066.93,0.14,2752.68,1975.67,777.01,4549,Pending
O01201,7/12/2020 0:00,C0542,P116,E140,B06,PAY01201,D01201,4,804.96,0.19,2608.07,1931.71,676.36,3425,Delivered
O01202,1/1/2021 0:00,C0387,P227,E144,B15,PAY01202,D01202,4,735.82,0.17,2442.92,1757.79,685.13,3764,Delivered
O01203,1/30/2022 0:00,C0820,P155,E121,B13,PAY01203,D01203,2,566.15,0.15,962.45,643.6,318.85,4090,Delivered
O01204,2/28/2024 0:00,C0285,P020,E049,B13,PAY01204,D01204,3,1041.76,0.14,2687.74,1737.45,950.29,1034,Delivered
O01205,9/22/2023 0:00,C0342,P231,E027,B09,PAY01205,D01205,2,1391.29,0.08,2559.97,1744.44,815.53,4579,Delivered
O01206,12/12/2024 0:00,C0325,P032,E123,B10,PAY01206,D01206,4,941.64,0.16,3163.91,2759.83,404.08,3237,Delivered
O01207,10/1/2021 0:00,C0918,P181,E103,B04,PAY01207,D01207,1,933.08,0.06,877.1,611.2,265.9,4577,Pending
O01208,12/28/2024 0:00,C0439,P102,E055,B15,PAY01208,D01208,3,314.6,0.14,811.67,683.95,127.72,681,Delivered
O01209,11/28/2024 0:00,C1088,P234,E118,B05,PAY01209,D01209,3,1451.12,0.05,4135.69,3098.82,1036.87,2092,Delivered
O01210,3/23/2021 0:00,C0259,P001,E115,B12,PAY01210,D01210,4,486.52,0.2,1556.86,1191,365.86,4046,Pending
O01211,4/25/2025 0:00,C0308,P282,E131,B11,PAY01211,D01211,2,940.73,0.04,1806.2,1416.6,389.6,964,Cancelled
O01212,3/21/2025 0:00,C0850,P297,E009,B10,PAY01212,D01212,1,112.49,0.1,101.24,76.51,24.73,812,Delivered
O01213,9/27/2021 0:00,C0591,P218,E033,B09,PAY01213,D01213,4,389.95,0.11,1388.22,1157.33,230.89,1175,Cancelled
O01214,2/7/2022 0:00,C1156,P138,E095,B12,PAY01214,D01214,3,1359.76,0.11,3630.56,2246.08,1384.48,3304,Delivered
O01215,2/21/2020 0:00,C0825,P068,E022,B11,PAY01215,D01215,3,1372.96,0.09,3748.18,2451.04,1297.14,2791,Pending
O01216,6/13/2021 0:00,C0788,P274,E138,B04,PAY01216,D01216,4,84.78,0.09,308.6,190.58,118.02,4489,Delivered
O01217,9/4/2020 0:00,C0373,P176,E023,B13,PAY01217,D01217,5,1293.02,0.14,5559.99,3363.02,2196.97,3144,Cancelled
O01218,7/2/2025 0:00,C0514,P118,E140,B07,PAY01218,D01218,4,1356.42,0.09,4937.37,3803.58,1133.79,2442,Pending
O01219,6/23/2020 0:00,C0850,P167,E107,B11,PAY01219,D01219,3,1301.87,0.11,3475.99,3018.94,457.05,2292,Cancelled
O01220,8/13/2023 0:00,C0984,P250,E060,B03,PAY01220,D01220,1,1196.42,0.18,981.06,765.41,215.65,3526,Cancelled
O01221,10/3/2023 0:00,C0055,P226,E123,B15,PAY01221,D01221,3,1130.77,0.15,2883.46,2041.73,841.73,4262,Delivered
O01222,12/28/2025 0:00,C0013,P070,E041,B15,PAY01222,D01222,5,1312.62,0.11,5841.16,4036.13,1805.03,1213,Cancelled
O01223,5/20/2025 0:00,C1135,P122,E036,B10,PAY01223,D01223,4,562.57,0.17,1867.73,1209.8,657.93,2811,Pending
O01224,2/3/2023 0:00,C0796,P282,E074,B14,PAY01224,D01224,3,156.51,0.16,394.41,286.4,108.01,2507,Delivered
O01225,3/16/2024 0:00,C1034,P027,E103,B11,PAY01225,D01225,3,845.69,0.18,2080.4,1548.16,532.24,4713,Pending
O01226,7/14/2020 0:00,C0476,P126,E005,B06,PAY01226,D01226,2,1284.32,0.1,2311.78,1745.41,566.37,2280,Pending
O01227,3/19/2024 0:00,C0630,P260,E131,B12,PAY01227,D01227,2,407.02,0.03,789.62,558.51,231.11,2659,Pending
O01228,11/16/2022 0:00,C0871,P123,E116,B14,PAY01228,D01228,4,43.29,0.01,171.43,133.44,37.99,1189,Pending
O01229,12/29/2022 0:00,C0722,P060,E117,B07,PAY01229,D01229,4,834.66,0.06,3138.32,2515.4,622.92,2829,Delivered
O01230,8/12/2021 0:00,C0244,P161,E003,B12,PAY01230,D01230,3,881.77,0.09,2407.23,2087.6,319.63,3530,Cancelled
O01231,10/18/2021 0:00,C0097,P114,E072,B03,PAY01231,D01231,2,1438.52,0.02,2819.5,1831.38,988.12,1140,Cancelled
O01232,5/12/2022 0:00,C0198,P141,E118,B04,PAY01232,D01232,5,1258.16,0.17,5221.36,4020.13,1201.23,2758,Cancelled
O01233,2/24/2021 0:00,C0445,P135,E025,B09,PAY01233,D01233,5,1214.05,0.04,5827.44,4429.53,1397.91,4772,Delivered
O01234,4/4/2023 0:00,C0461,P181,E048,B04,PAY01234,D01234,2,289.07,0.06,543.45,466.19,77.26,2471,Cancelled
O01235,11/3/2024 0:00,C0506,P174,E142,B09,PAY01235,D01235,1,1314,0.1,1182.6,755.84,426.76,2561,Delivered
O01236,4/15/2024 0:00,C0766,P141,E079,B14,PAY01236,D01236,2,360,0.03,698.4,552.57,145.83,4941,Delivered
O01237,11/1/2020 0:00,C0150,P110,E101,B15,PAY01237,D01237,2,736.95,0.18,1208.6,820.49,388.11,687,Cancelled
O01238,6/8/2022 0:00,C0909,P190,E085,B09,PAY01238,D01238,3,643.42,0.08,1775.84,1464.52,311.32,1118,Pending
O01239,5/19/2020 0:00,C0793,P196,E042,B05,PAY01239,D01239,3,1073.66,0.1,2898.88,2505.82,393.06,2756,Delivered
O01240,5/3/2025 0:00,C0786,P264,E029,B14,PAY01240,D01240,1,1311.17,0.05,1245.61,899.11,346.5,3749,Pending
O01241,9/2/2020 0:00,C0408,P283,E146,B13,PAY01241,D01241,4,145.67,0.01,576.85,363.2,213.65,2066,Cancelled
O01242,5/13/2024 0:00,C0561,P076,E116,B11,PAY01242,D01242,2,1090.84,0.11,1941.7,1586.33,355.37,4189,Cancelled
O01243,8/10/2020 0:00,C0105,P206,E066,B09,PAY01243,D01243,3,725.43,0.18,1784.56,1126.08,658.48,3765,Delivered
O01244,1/29/2023 0:00,C0772,P172,E119,B12,PAY01244,D01244,4,786.97,0.02,3084.92,2389.04,695.88,3840,Delivered
O01245,4/6/2023 0:00,C1025,P284,E044,B15,PAY01245,D01245,3,234.86,0.18,577.76,471.84,105.92,627,Delivered
O01246,8/22/2020 0:00,C0067,P225,E052,B09,PAY01246,D01246,2,1263.4,0.16,2122.51,1714.68,407.83,1352,Pending
O01247,7/23/2025 0:00,C0047,P014,E062,B08,PAY01247,D01247,4,176.47,0.14,607.06,400.41,206.65,2891,Pending
O01248,11/3/2024 0:00,C1044,P289,E128,B01,PAY01248,D01248,2,522.28,0.17,866.98,760.95,106.03,2721,Cancelled
O01249,10/12/2021 0:00,C0603,P196,E135,B05,PAY01249,D01249,3,467.39,0.18,1149.78,908.93,240.85,669,Pending
