Customer_ID,Customer_Name,Gender,Age,Country,City,Registration_Date,Customer_Segment,Loyalty_Level,Total_Orders,Customer_Rating
C0267,Customer 267,Female,19,Saudi Arabia,Jeddah,6/14/2023 0:00,Corporate,Silver,48,3.2
C0268,Customer 268,Male,41,Kuwait,Kuwait City,12/10/2024 0:00,Consumer,Silver,29,4.6
C0269,Customer 269,Female,63,Kuwait,Kuwait City,3/1/2020 0:00,SMB,Silver,25,3.7
C0270,Customer 270,Male,34,Qatar,Doha,2/28/2023 0:00,Corporate,Silver,24,4.6
C0271,Customer 271,Male,47,UAE,Dubai,10/4/2022 0:00,SMB,Silver,24,3.9
C0272,Customer 272,Male,28,Bahrain,Manama,3/12/2024 0:00,SMB,Silver,40,4.6
C0273,Customer 273,Female,29,UAE,Abu Dhabi,3/12/2023 0:00,Corporate,Gold,13,4.2
C0274,Customer 274,Female,25,Kuwait,Kuwait City,3/27/2024 0:00,Consumer,Gold,46,4.7
C0275,Customer 275,Male,46,Bahrain,Manama,12/29/2023 0:00,Consumer,Gold,1,3.7
C0276,Customer 276,Female,58,Bahrain,Manama,4/19/2020 0:00,Consumer,Platinum,14,3.7
C0277,Customer 277,Male,25,UAE,Abu Dhabi,12/15/2023 0:00,SMB,Platinum,10,3.3
C0278,Customer 278,Female,23,Oman,Muscat,3/7/2023 0:00,SMB,Silver,14,3.6
C0279,Customer 279,Male,35,Oman,Muscat,6/4/2021 0:00,SMB,Silver,1,4.4
C0280,Customer 280,Male,48,Saudi Arabia,Dammam,6/2/2023 0:00,Corporate,Silver,33,3.8
C0281,Customer 281,Male,62,Qatar,Doha,4/24/2022 0:00,SMB,Silver,40,4.3
C0282,Customer 282,Female,18,Oman,Muscat,6/11/2025 0:00,SMB,Silver,16,3.9
C0283,Customer 283,Male,30,Qatar,Doha,2/11/2025 0:00,Corporate,Silver,25,4.3
C0284,Customer 284,Female,29,Oman,Muscat,8/29/2023 0:00,Corporate,Gold,40,3.9
C0285,Customer 285,Female,49,UAE,Dubai,6/15/2025 0:00,Consumer,Silver,30,3.2
C0286,Customer 286,Male,33,Saudi Arabia,Riyadh,5/18/2025 0:00,SMB,Silver,13,4.4
C0287,Customer 287,Female,18,Saudi Arabia,Dammam,7/15/2022 0:00,Consumer,Silver,46,3.8
C0288,Customer 288,Female,26,Saudi Arabia,Dammam,1/18/2021 0:00,SMB,Platinum,1,3.8
C0289,Customer 289,Male,63,Bahrain,Manama,11/11/2024 0:00,Consumer,Platinum,27,3.7
C0290,Customer 290,Female,51,Kuwait,Kuwait City,11/1/2024 0:00,Consumer,Gold,20,4.7
C0291,Customer 291,Male,58,Saudi Arabia,Dammam,11/10/2024 0:00,Consumer,Platinum,26,4.6
C0292,Customer 292,Female,42,UAE,Abu Dhabi,5/9/2020 0:00,Consumer,Silver,44,4.5
C0293,Customer 293,Male,33,Oman,Muscat,8/30/2021 0:00,Corporate,Gold,7,3.8
C0294,Customer 294,Male,32,UAE,Dubai,4/16/2022 0:00,SMB,Gold,4,3.5
C0295,Customer 295,Male,54,Oman,Muscat,1/28/2025 0:00,SMB,Platinum,16,3.7
C0296,Customer 296,Male,28,Qatar,Doha,5/24/2025 0:00,SMB,Silver,35,4.7
C0297,Customer 297,Female,39,Qatar,Doha,2/8/2024 0:00,Consumer,Gold,34,3.1
C0298,Customer 298,Female,20,Oman,Muscat,4/27/2025 0:00,Consumer,Platinum,15,3.1
C0299,Customer 299,Female,27,Qatar,Doha,8/8/2021 0:00,SMB,Platinum,18,3.1
C0300,Customer 300,Male,26,Bahrain,Manama,2/16/2024 0:00,Corporate,Platinum,11,4
C0301,Customer 301,Male,35,Qatar,Doha,12/12/2025 0:00,Corporate,Silver,22,4.5
C0302,Customer 302,Male,59,Kuwait,Kuwait City,7/4/2024 0:00,Corporate,Silver,46,4.2
C0303,Customer 303,Female,55,Oman,Muscat,5/31/2024 0:00,Consumer,Gold,19,4.1
C0304,Customer 304,Female,54,Bahrain,Manama,3/8/2020 0:00,Corporate,Gold,8,4.8
C0305,Customer 305,Male,63,Kuwait,Kuwait City,8/30/2021 0:00,Consumer,Gold,16,4.4
C0306,Customer 306,Male,53,UAE,Dubai,11/18/2025 0:00,Consumer,Silver,7,4.5
C0307,Customer 307,Female,63,Kuwait,Kuwait City,6/20/2021 0:00,Corporate,Silver,1,5
C0308,Customer 308,Male,23,Bahrain,Manama,8/30/2025 0:00,Corporate,Silver,27,4.8
C0309,Customer 309,Male,28,Kuwait,Kuwait City,4/25/2020 0:00,Corporate,Silver,41,3.1
C0310,Customer 310,Female,32,Oman,Muscat,1/2/2022 0:00,SMB,Platinum,48,3.6
C0311,Customer 311,Male,26,Oman,Muscat,9/6/2023 0:00,Corporate,Platinum,22,3.8
C0312,Customer 312,Male,48,UAE,Abu Dhabi,4/13/2024 0:00,SMB,Silver,43,3.1
C0313,Customer 313,Male,34,UAE,Dubai,11/16/2024 0:00,Corporate,Gold,47,4.5
C0314,Customer 314,Female,42,Oman,Muscat,1/1/2022 0:00,Consumer,Platinum,24,4.8
C0315,Customer 315,Female,46,UAE,Dubai,7/12/2023 0:00,Corporate,Gold,15,4.4
C0316,Customer 316,Female,36,UAE,Dubai,5/13/2024 0:00,Consumer,Gold,40,4.7
C0317,Customer 317,Male,59,Bahrain,Manama,3/27/2023 0:00,Consumer,Gold,49,5
C0318,Customer 318,Female,65,UAE,Abu Dhabi,7/9/2025 0:00,SMB,Gold,34,4.6
C0319,Customer 319,Male,33,Kuwait,Kuwait City,5/27/2020 0:00,SMB,Platinum,12,3.9
C0320,Customer 320,Male,54,Qatar,Doha,5/28/2023 0:00,SMB,Platinum,40,4.5
C0321,Customer 321,Male,62,Bahrain,Manama,12/11/2020 0:00,Corporate,Silver,33,4.3
C0322,Customer 322,Male,36,UAE,Abu Dhabi,5/12/2025 0:00,Corporate,Silver,36,3.2
C0323,Customer 323,Male,27,UAE,Abu Dhabi,7/27/2020 0:00,Corporate,Gold,18,4.8
C0324,Customer 324,Female,60,Saudi Arabia,Riyadh,12/9/2021 0:00,SMB,Gold,18,4.4
C0325,Customer 325,Male,35,Oman,Muscat,7/27/2023 0:00,SMB,Silver,45,4.6
C0326,Customer 326,Female,33,Oman,Muscat,9/12/2024 0:00,Consumer,Gold,20,3.1
C0327,Customer 327,Male,18,Kuwait,Kuwait City,6/29/2020 0:00,Corporate,Silver,50,4.8
C0328,Customer 328,Female,51,Qatar,Doha,10/24/2025 0:00,Consumer,Silver,24,4.6
C0329,Customer 329,Male,22,Bahrain,Manama,4/17/2024 0:00,SMB,Silver,32,4
C0330,Customer 330,Female,58,Kuwait,Kuwait City,10/30/2022 0:00,SMB,Platinum,22,3.3
C0331,Customer 331,Female,65,UAE,Dubai,6/18/2024 0:00,SMB,Gold,40,4.4
C0332,Customer 332,Female,42,UAE,Abu Dhabi,7/16/2022 0:00,Corporate,Silver,27,3.1
C0333,Customer 333,Male,63,Oman,Muscat,9/19/2023 0:00,Corporate,Silver,17,4.8
C0334,Customer 334,Female,49,UAE,Dubai,10/11/2021 0:00,Consumer,Platinum,26,4.9
C0335,Customer 335,Male,49,Saudi Arabia,Dammam,5/22/2022 0:00,Corporate,Silver,8,4.9
C0336,Customer 336,Male,18,Qatar,Doha,4/6/2021 0:00,Consumer,Gold,7,3.6
C0337,Customer 337,Male,18,Saudi Arabia,Jeddah,4/18/2022 0:00,Consumer,Silver,23,3.3
C0338,Customer 338,Male,18,Bahrain,Manama,6/27/2023 0:00,Consumer,Gold,33,4
C0339,Customer 339,Female,39,Kuwait,Kuwait City,7/24/2022 0:00,Consumer,Gold,13,5
C0340,Customer 340,Male,60,UAE,Dubai,3/10/2025 0:00,SMB,Platinum,6,4
C0341,Customer 341,Male,23,Oman,Muscat,10/6/2025 0:00,Consumer,Silver,13,3.4
C0342,Customer 342,Male,38,UAE,Dubai,4/7/2020 0:00,SMB,Gold,44,4.4
C0343,Customer 343,Female,33,Kuwait,Kuwait City,2/7/2025 0:00,SMB,Platinum,25,4.3
C0344,Customer 344,Male,19,UAE,Dubai,12/31/2024 0:00,Corporate,Gold,25,3.5
C0345,Customer 345,Male,26,Oman,Muscat,2/22/2020 0:00,Consumer,Silver,48,3.8
C0346,Customer 346,Male,18,Saudi Arabia,Dammam,1/5/2021 0:00,Corporate,Silver,18,4
C0347,Customer 347,Male,53,Qatar,Doha,12/1/2023 0:00,SMB,Gold,43,4.3
C0348,Customer 348,Female,49,Saudi Arabia,Jeddah,6/22/2020 0:00,Corporate,Gold,9,3
C0349,Customer 349,Male,44,Qatar,Doha,7/8/2023 0:00,SMB,Gold,15,3.1
C0350,Customer 350,Female,25,Bahrain,Manama,11/22/2020 0:00,Consumer,Gold,2,3.5
C0351,Customer 351,Male,65,Saudi Arabia,Dammam,5/23/2024 0:00,Consumer,Gold,21,3.7
C0352,Customer 352,Male,30,UAE,Abu Dhabi,9/19/2022 0:00,SMB,Silver,7,3.4
C0353,Customer 353,Male,27,UAE,Dubai,12/30/2024 0:00,SMB,Gold,39,4.1
C0354,Customer 354,Female,56,Bahrain,Manama,3/4/2023 0:00,SMB,Silver,49,3.4
C0355,Customer 355,Female,55,Saudi Arabia,Jeddah,11/28/2022 0:00,Consumer,Silver,4,3.8
C0356,Customer 356,Male,45,Kuwait,Kuwait City,3/5/2021 0:00,Consumer,Gold,10,4.3
C0357,Customer 357,Male,19,Saudi Arabia,Riyadh,2/22/2024 0:00,Corporate,Silver,22,4.4
C0358,Customer 358,Male,30,Bahrain,Manama,4/4/2024 0:00,Corporate,Gold,13,4.2
C0359,Customer 359,Female,32,Kuwait,Kuwait City,1/15/2023 0:00,SMB,Gold,32,4.4
C0360,Customer 360,Female,33,Bahrain,Manama,9/16/2023 0:00,SMB,Platinum,13,4
C0361,Customer 361,Male,25,Qatar,Doha,7/27/2020 0:00,Corporate,Silver,34,4.5
C0362,Customer 362,Male,50,UAE,Abu Dhabi,10/15/2021 0:00,Corporate,Platinum,22,3.7
C0363,Customer 363,Female,24,Oman,Muscat,10/22/2023 0:00,Corporate,Silver,38,4.8
C0364,Customer 364,Female,58,Oman,Muscat,4/1/2025 0:00,SMB,Gold,47,4.5
C0365,Customer 365,Female,24,Qatar,Doha,9/27/2021 0:00,SMB,Gold,41,4.6
C0366,Customer 366,Female,30,Saudi Arabia,Riyadh,12/21/2021 0:00,Corporate,Platinum,44,4.5
C0367,Customer 367,Male,20,UAE,Dubai,10/19/2022 0:00,SMB,Gold,39,4.1
C0368,Customer 368,Female,33,Oman,Muscat,12/12/2023 0:00,Consumer,Silver,30,4
C0369,Customer 369,Male,19,Oman,Muscat,1/6/2024 0:00,Corporate,Gold,23,3.3
C0370,Customer 370,Male,41,UAE,Abu Dhabi,12/9/2021 0:00,Consumer,Platinum,3,4
C0371,Customer 371,Male,28,Saudi Arabia,Dammam,5/5/2020 0:00,SMB,Silver,20,4.8
C0372,Customer 372,Male,29,Oman,Muscat,6/19/2021 0:00,SMB,Gold,6,4.4
C0373,Customer 373,Male,57,Saudi Arabia,Riyadh,10/16/2025 0:00,Consumer,Gold,37,4.6
C0374,Customer 374,Male,34,Bahrain,Manama,7/31/2023 0:00,SMB,Gold,15,4.8
C0375,Customer 375,Male,52,Bahrain,Manama,4/29/2021 0:00,Consumer,Gold,9,3
C0376,Customer 376,Male,57,Bahrain,Manama,9/1/2021 0:00,SMB,Gold,26,4.8
C0377,Customer 377,Female,45,Saudi Arabia,Riyadh,1/12/2024 0:00,Consumer,Gold,13,3.9
C0378,Customer 378,Male,50,Qatar,Doha,4/21/2025 0:00,SMB,Platinum,48,4.5
C0379,Customer 379,Female,34,UAE,Dubai,7/1/2021 0:00,SMB,Gold,35,4.5
C0380,Customer 380,Female,54,UAE,Abu Dhabi,12/20/2022 0:00,Corporate,Gold,46,4.4
C0381,Customer 381,Male,46,Saudi Arabia,Riyadh,10/13/2021 0:00,SMB,Gold,29,3.8
C0382,Customer 382,Male,39,Bahrain,Manama,8/21/2020 0:00,SMB,Platinum,47,4.9
C0383,Customer 383,Male,32,Qatar,Doha,3/24/2024 0:00,Corporate,Platinum,45,4.9
C0384,Customer 384,Male,22,UAE,Dubai,9/10/2021 0:00,Consumer,Gold,21,4.6
C0385,Customer 385,Female,32,Saudi Arabia,Dammam,9/15/2022 0:00,SMB,Gold,21,4.8
C0386,Customer 386,Male,45,UAE,Abu Dhabi,1/24/2020 0:00,Consumer,Silver,43,5
C0387,Customer 387,Male,29,Bahrain,Manama,11/30/2024 0:00,Corporate,Gold,28,4.5
C0388,Customer 388,Female,62,Bahrain,Manama,11/13/2025 0:00,Consumer,Gold,32,3.4
C0389,Customer 389,Female,36,Bahrain,Manama,3/6/2023 0:00,Corporate,Platinum,1,3.1
C0390,Customer 390,Male,56,Saudi Arabia,Jeddah,7/6/2023 0:00,SMB,Platinum,36,3.8
C0391,Customer 391,Male,24,Oman,Muscat,2/2/2025 0:00,SMB,Silver,48,4.5
C0392,Customer 392,Male,59,Oman,Muscat,6/11/2025 0:00,Corporate,Silver,9,4.1
C0393,Customer 393,Male,42,Qatar,Doha,1/27/2022 0:00,Consumer,Platinum,12,3.1
C0394,Customer 394,Female,43,UAE,Dubai,5/16/2022 0:00,SMB,Gold,43,3.4
C0395,Customer 395,Female,50,Qatar,Doha,12/31/2022 0:00,Corporate,Platinum,37,3.9
C0396,Customer 396,Male,27,Kuwait,Kuwait City,11/22/2024 0:00,SMB,Silver,1,4.7
C0397,Customer 397,Male,44,UAE,Dubai,1/28/2022 0:00,Corporate,Platinum,11,4.6
C0398,Customer 398,Female,32,Saudi Arabia,Riyadh,10/8/2025 0:00,SMB,Gold,21,3.6
C0399,Customer 399,Male,19,Oman,Muscat,12/27/2023 0:00,Consumer,Platinum,49,3.7
C0400,Customer 400,Female,24,Kuwait,Kuwait City,4/15/2022 0:00,Corporate,Gold,45,4.6
C0401,Customer 401,Male,26,Qatar,Doha,2/28/2021 0:00,Corporate,Platinum,5,3.6
C0402,Customer 402,Female,30,UAE,Dubai,3/21/2020 0:00,Corporate,Silver,4,3
C0403,Customer 403,Female,31,Saudi Arabia,Jeddah,7/29/2021 0:00,Consumer,Silver,2,3.1
C0404,Customer 404,Female,21,Saudi Arabia,Riyadh,3/1/2021 0:00,Consumer,Silver,27,4.8
C0405,Customer 405,Male,58,Kuwait,Kuwait City,8/2/2024 0:00,SMB,Platinum,31,3.3
C0406,Customer 406,Male,35,UAE,Abu Dhabi,11/16/2024 0:00,Corporate,Silver,43,3
C0407,Customer 407,Female,37,Saudi Arabia,Jeddah,8/29/2023 0:00,Consumer,Platinum,8,4.8
C0408,Customer 408,Male,53,UAE,Abu Dhabi,12/17/2022 0:00,Consumer,Gold,28,3.4
C0409,Customer 409,Male,29,Bahrain,Manama,6/14/2025 0:00,SMB,Gold,47,4.7
C0410,Customer 410,Male,41,UAE,Dubai,3/23/2024 0:00,Corporate,Gold,14,4.3
C0411,Customer 411,Male,53,UAE,Dubai,1/11/2023 0:00,Corporate,Platinum,34,4.4
C0412,Customer 412,Male,63,Bahrain,Manama,8/28/2024 0:00,Corporate,Platinum,31,3.4
C0413,Customer 413,Female,54,Saudi Arabia,Jeddah,6/12/2024 0:00,Corporate,Silver,33,4.9
C0414,Customer 414,Female,26,Saudi Arabia,Riyadh,6/5/2022 0:00,Corporate,Platinum,16,3.1
C0415,Customer 415,Male,23,UAE,Abu Dhabi,9/22/2022 0:00,Corporate,Gold,2,3.9
C0416,Customer 416,Male,51,Saudi Arabia,Jeddah,2/15/2020 0:00,Consumer,Silver,23,4.8
C0417,Customer 417,Male,34,Saudi Arabia,Dammam,11/13/2022 0:00,Corporate,Platinum,5,4.5
C0418,Customer 418,Male,54,Qatar,Doha,9/8/2023 0:00,Corporate,Platinum,17,4
C0419,Customer 419,Male,53,UAE,Dubai,1/28/2024 0:00,Consumer,Silver,24,3.8
C0420,Customer 420,Male,65,Oman,Muscat,6/21/2023 0:00,SMB,Silver,26,4.3
C0421,Customer 421,Male,27,UAE,Abu Dhabi,1/6/2024 0:00,Corporate,Silver,43,4.8
C0422,Customer 422,Male,29,Saudi Arabia,Riyadh,10/29/2024 0:00,Consumer,Platinum,12,4.5
C0423,Customer 423,Female,32,Oman,Muscat,8/17/2021 0:00,SMB,Silver,35,4.7
C0424,Customer 424,Female,58,UAE,Dubai,7/5/2023 0:00,Consumer,Gold,34,3.1
C0425,Customer 425,Female,30,Qatar,Doha,5/8/2020 0:00,SMB,Platinum,25,4.4
C0426,Customer 426,Male,30,Oman,Muscat,8/10/2024 0:00,SMB,Silver,15,4.5
C0427,Customer 427,Male,44,Saudi Arabia,Jeddah,1/21/2025 0:00,SMB,Gold,40,4.5
C0428,Customer 428,Female,63,Oman,Muscat,4/13/2022 0:00,Consumer,Platinum,24,3.4
C0429,Customer 429,Male,53,UAE,Dubai,11/9/2021 0:00,Consumer,Silver,33,4.3
C0430,Customer 430,Female,51,Saudi Arabia,Riyadh,2/22/2023 0:00,SMB,Silver,24,4.2
C0431,Customer 431,Female,22,Oman,Muscat,9/12/2025 0:00,SMB,Platinum,31,3.5
C0432,Customer 432,Female,62,Oman,Muscat,12/24/2020 0:00,Corporate,Silver,38,3.5
C0433,Customer 433,Female,34,Qatar,Doha,12/9/2024 0:00,SMB,Silver,45,3.9
C0434,Customer 434,Male,43,Kuwait,Kuwait City,5/21/2021 0:00,Consumer,Platinum,2,3.6
C0435,Customer 435,Male,40,Oman,Muscat,12/3/2020 0:00,SMB,Gold,32,4.6
C0436,Customer 436,Female,19,Kuwait,Kuwait City,6/6/2023 0:00,Consumer,Platinum,19,4.6
C0437,Customer 437,Female,23,Saudi Arabia,Jeddah,7/30/2025 0:00,Corporate,Silver,25,4.7
C0438,Customer 438,Male,46,Oman,Muscat,4/1/2022 0:00,SMB,Silver,25,4
C0439,Customer 439,Male,25,UAE,Abu Dhabi,8/12/2023 0:00,SMB,Silver,43,3.9
C0440,Customer 440,Male,46,Saudi Arabia,Dammam,1/16/2021 0:00,Consumer,Silver,35,3.9
C0441,Customer 441,Female,56,Kuwait,Kuwait City,5/22/2021 0:00,Corporate,Silver,42,4.1
C0442,Customer 442,Female,23,Oman,Muscat,10/3/2025 0:00,Corporate,Gold,16,4.8
C0443,Customer 443,Female,64,UAE,Abu Dhabi,10/2/2020 0:00,Consumer,Gold,48,4.2
C0444,Customer 444,Male,24,Qatar,Doha,6/17/2025 0:00,SMB,Gold,5,4.5
C0445,Customer 445,Female,21,Kuwait,Kuwait City,4/25/2022 0:00,SMB,Silver,18,4.9
C0446,Customer 446,Female,36,Kuwait,Kuwait City,11/7/2024 0:00,SMB,Gold,30,3.7
C0447,Customer 447,Male,40,Bahrain,Manama,1/18/2022 0:00,Consumer,Silver,46,4.7
C0448,Customer 448,Male,61,Oman,Muscat,11/15/2022 0:00,SMB,Silver,44,4.9
C0449,Customer 449,Female,53,Bahrain,Manama,5/11/2025 0:00,Corporate,Gold,9,3.2
C0450,Customer 450,Female,48,Kuwait,Kuwait City,10/14/2023 0:00,Corporate,Platinum,10,4.4
C0451,Customer 451,Female,27,Qatar,Doha,3/8/2023 0:00,Consumer,Gold,18,5
C0452,Customer 452,Female,18,Bahrain,Manama,7/10/2021 0:00,Corporate,Platinum,10,3.5
C0453,Customer 453,Female,64,Bahrain,Manama,7/26/2023 0:00,Consumer,Platinum,13,4
C0454,Customer 454,Male,53,Oman,Muscat,3/14/2025 0:00,SMB,Gold,41,3.7
C0455,Customer 455,Male,46,Bahrain,Manama,1/21/2024 0:00,Consumer,Gold,39,4.2
C0456,Customer 456,Male,36,Kuwait,Kuwait City,9/9/2024 0:00,Consumer,Gold,11,3.3
C0457,Customer 457,Female,54,Bahrain,Manama,3/18/2024 0:00,SMB,Platinum,33,4.3
C0458,Customer 458,Female,50,Saudi Arabia,Jeddah,2/5/2024 0:00,Corporate,Silver,46,3.5
C0459,Customer 459,Female,64,Saudi Arabia,Riyadh,10/7/2023 0:00,Corporate,Gold,28,4.4
C0460,Customer 460,Male,51,Qatar,Doha,11/1/2021 0:00,SMB,Platinum,11,3
C0461,Customer 461,Male,25,UAE,Abu Dhabi,7/3/2025 0:00,SMB,Gold,26,4.6
C0462,Customer 462,Female,21,UAE,Abu Dhabi,6/8/2024 0:00,Consumer,Gold,35,3.5
C0463,Customer 463,Male,65,Oman,Muscat,4/17/2023 0:00,Corporate,Gold,46,4.9
C0464,Customer 464,Male,20,Saudi Arabia,Dammam,5/6/2021 0:00,Corporate,Gold,15,3.9
C0465,Customer 465,Female,27,Kuwait,Kuwait City,3/16/2023 0:00,Corporate,Platinum,18,4.9
C0466,Customer 466,Male,19,Qatar,Doha,12/6/2023 0:00,Corporate,Platinum,3,3.6
C0467,Customer 467,Male,42,Saudi Arabia,Jeddah,10/28/2022 0:00,Corporate,Silver,13,3.5
C0468,Customer 468,Female,29,Bahrain,Manama,6/22/2023 0:00,Corporate,Silver,5,3.6
C0469,Customer 469,Male,24,Kuwait,Kuwait City,11/2/2023 0:00,Consumer,Gold,19,4.9
C0470,Customer 470,Female,52,UAE,Abu Dhabi,5/22/2024 0:00,SMB,Platinum,32,3.4
C0471,Customer 471,Female,47,Bahrain,Manama,10/3/2023 0:00,Corporate,Gold,12,4.8
C0472,Customer 472,Male,60,Bahrain,Manama,9/25/2022 0:00,SMB,Silver,7,4.1
C0473,Customer 473,Female,25,UAE,Dubai,5/3/2022 0:00,Corporate,Platinum,6,3.1
C0474,Customer 474,Female,38,UAE,Dubai,11/2/2021 0:00,SMB,Gold,1,3.3
C0475,Customer 475,Male,34,UAE,Dubai,12/19/2022 0:00,SMB,Silver,47,3.5
C0476,Customer 476,Male,58,Kuwait,Kuwait City,3/2/2021 0:00,SMB,Gold,47,3.2
C0477,Customer 477,Female,28,Qatar,Doha,10/31/2024 0:00,Corporate,Gold,19,4.2
C0478,Customer 478,Male,60,Bahrain,Manama,10/10/2024 0:00,SMB,Silver,33,3.5
C0479,Customer 479,Male,18,Oman,Muscat,4/9/2021 0:00,Corporate,Silver,42,4.2
C0480,Customer 480,Female,26,UAE,Abu Dhabi,11/27/2021 0:00,SMB,Platinum,15,4.1
C0481,Customer 481,Female,57,UAE,Dubai,7/16/2021 0:00,Consumer,Gold,8,4
C0482,Customer 482,Female,26,UAE,Abu Dhabi,3/27/2024 0:00,Corporate,Silver,33,3.8
C0483,Customer 483,Male,41,Kuwait,Kuwait City,5/1/2024 0:00,Consumer,Gold,50,3.1
C0484,Customer 484,Male,38,Saudi Arabia,Riyadh,11/5/2021 0:00,Corporate,Silver,19,3.4
C0485,Customer 485,Female,31,Saudi Arabia,Riyadh,8/11/2020 0:00,Consumer,Silver,26,4.6
C0486,Customer 486,Male,21,Saudi Arabia,Dammam,11/20/2020 0:00,Consumer,Platinum,3,3.9
C0487,Customer 487,Male,21,Qatar,Doha,2/17/2021 0:00,SMB,Silver,13,3.9
C0488,Customer 488,Male,37,Oman,Muscat,6/27/2023 0:00,Consumer,Platinum,10,3.7
C0489,Customer 489,Male,21,Oman,Muscat,6/22/2022 0:00,SMB,Silver,14,4.2
C0490,Customer 490,Female,20,UAE,Dubai,4/28/2025 0:00,Corporate,Gold,6,3.1
C0491,Customer 491,Female,22,Oman,Muscat,6/23/2022 0:00,Consumer,Platinum,20,4.9
C0492,Customer 492,Male,64,Saudi Arabia,Dammam,6/14/2020 0:00,SMB,Gold,11,3.9
C0493,Customer 493,Female,55,Bahrain,Manama,8/29/2023 0:00,Consumer,Platinum,18,3
C0494,Customer 494,Male,38,Saudi Arabia,Dammam,11/2/2025 0:00,SMB,Gold,37,4.4
C0495,Customer 495,Female,51,Qatar,Doha,7/16/2024 0:00,Corporate,Platinum,19,3.4
C0496,Customer 496,Male,22,Saudi Arabia,Jeddah,3/22/2025 0:00,Corporate,Gold,27,4
C0497,Customer 497,Male,43,Oman,Muscat,9/23/2024 0:00,Corporate,Silver,39,3.1
C0498,Customer 498,Male,64,Qatar,Doha,12/22/2025 0:00,Corporate,Gold,2,4
C0499,Customer 499,Female,31,Oman,Muscat,2/18/2023 0:00,SMB,Platinum,38,3.6
C0500,Customer 500,Female,28,Kuwait,Kuwait City,6/21/2020 0:00,SMB,Platinum,3,4.3
C0501,Customer 501,Male,36,Oman,Muscat,8/24/2023 0:00,Consumer,Platinum,12,4.2
C0502,Customer 502,Female,64,Saudi Arabia,Riyadh,1/30/2025 0:00,Consumer,Platinum,38,4.9
C0503,Customer 503,Male,44,Qatar,Doha,4/2/2025 0:00,Consumer,Silver,22,4.8
C0504,Customer 504,Male,33,Kuwait,Kuwait City,9/11/2022 0:00,SMB,Platinum,14,3.7
C0505,Customer 505,Female,55,Oman,Muscat,3/24/2023 0:00,Consumer,Gold,47,3.3
C0506,Customer 506,Female,38,Qatar,Doha,3/31/2021 0:00,Consumer,Platinum,28,4.6
C0507,Customer 507,Female,43,Bahrain,Manama,5/28/2021 0:00,SMB,Silver,14,3.6
C0508,Customer 508,Female,55,Saudi Arabia,Riyadh,12/10/2023 0:00,Consumer,Silver,34,3.5
C0509,Customer 509,Male,25,UAE,Dubai,9/10/2025 0:00,Consumer,Gold,34,3.4
C0510,Customer 510,Female,19,Qatar,Doha,4/4/2021 0:00,Consumer,Silver,29,4.4
C0511,Customer 511,Male,25,Kuwait,Kuwait City,1/15/2020 0:00,Corporate,Gold,4,3.4
C0512,Customer 512,Female,48,Saudi Arabia,Riyadh,6/14/2023 0:00,SMB,Gold,47,4.2
C0513,Customer 513,Male,29,UAE,Abu Dhabi,7/2/2025 0:00,SMB,Platinum,7,5
C0514,Customer 514,Female,20,Qatar,Doha,7/12/2023 0:00,Consumer,Gold,6,4.1
C0515,Customer 515,Female,51,Oman,Muscat,4/2/2022 0:00,SMB,Gold,33,4.9
C0516,Customer 516,Female,61,Bahrain,Manama,11/3/2020 0:00,Consumer,Silver,48,3.2
C0517,Customer 517,Female,25,Kuwait,Kuwait City,8/16/2024 0:00,Consumer,Platinum,42,4.6
C0518,Customer 518,Male,43,Kuwait,Kuwait City,6/24/2025 0:00,Corporate,Gold,47,4.9
C0519,Customer 519,Female,55,Kuwait,Kuwait City,6/14/2021 0:00,Consumer,Gold,2,4.4
C0520,Customer 520,Male,50,Bahrain,Manama,6/29/2021 0:00,Corporate,Gold,14,4.2
C0521,Customer 521,Female,30,Kuwait,Kuwait City,1/7/2023 0:00,Corporate,Silver,32,4.9
C0522,Customer 522,Male,51,Saudi Arabia,Riyadh,4/10/2023 0:00,Corporate,Silver,12,3.1
C0523,Customer 523,Female,32,UAE,Abu Dhabi,11/15/2025 0:00,SMB,Gold,31,3.5
C0524,Customer 524,Female,37,Oman,Muscat,7/6/2020 0:00,Consumer,Platinum,37,4
C0525,Customer 525,Female,38,Qatar,Doha,8/26/2022 0:00,SMB,Platinum,47,4.8
C0526,Customer 526,Male,64,UAE,Abu Dhabi,5/20/2024 0:00,SMB,Platinum,20,3.7
C0527,Customer 527,Male,30,UAE,Dubai,7/11/2020 0:00,Corporate,Silver,41,4.2
C0528,Customer 528,Male,60,Bahrain,Manama,7/31/2022 0:00,Corporate,Gold,12,3.5
C0529,Customer 529,Female,36,UAE,Dubai,7/10/2025 0:00,SMB,Gold,28,4.1
C0530,Customer 530,Female,55,Saudi Arabia,Dammam,5/26/2021 0:00,Consumer,Silver,33,4.9
C0531,Customer 531,Male,47,Kuwait,Kuwait City,9/29/2021 0:00,Consumer,Gold,29,3.7
C0532,Customer 532,Male,45,Kuwait,Kuwait City,8/22/2022 0:00,Consumer,Gold,3,3.9
C0533,Customer 533,Female,64,Qatar,Doha,4/6/2025 0:00,SMB,Silver,13,3.3
C0534,Customer 534,Male,51,Kuwait,Kuwait City,2/26/2023 0:00,Consumer,Platinum,20,4.7
